|Unnamed: 0|Unnamed: 0.1|Unnamed: 0.1.1|Unnamed: 0.1.1.1|Unnamed: 0.1.1.1.1|Unnamed: 0.1.1.1.1.1|Unnamed: 0.1.1.1.1.1.1|Unnamed: 0.1.1.1.1.1.1.1|index|Item_Identifier|Item_Weight|Item_Fat_Content|Item_Visibility|Item_Type|Item_MRP|Outlet_Identifier|Outlet_Establishment_Year|Outlet_Size|Outlet_Location_Type|Outlet_Type|Item_Outlet_Sales
2794|2794|2794|2794|2794|2794|2794|2794|2794.0|2794|DRL01||Regular|0.13511877|Soft Drinks|232.9958|OUT019|1985|Small|Tier 1|Grocery Store|934.7832
2795|2795|2795|2795|2795|2795|2795|2795|2795.0|2795|FDX48|17.75|Regular|0.063416566|Baking Goods|154.6656|OUT010|1998||Tier 3|Grocery Store|308.9312
2796|2796|2796|2796|2796|2796|2796|2796|2796.0|2796|DRC25|5.73|Low Fat|0.075943184|Soft Drinks|85.5882|OUT010|1998||Tier 3|Grocery Store|171.7764
2797|2797|2797|2797|2797|2797|2797|2797|2797.0|2797|DRF48|5.73|Low Fat|0.05190652|Soft Drinks|188.1898|OUT045|2002||Tier 2|Supermarket Type1|1496.7184
2798|2798|2798|2798|2798|2798|2798|2798|2798.0|2798|FDT34|9.3|Low Fat|0.17506050399999998|Snack Foods|106.7964|OUT018|2009|Medium|Tier 3|Supermarket Type2|525.982
2799|2799|2799|2799|2799|2799|2799|2799|2799.0|2799|NCB43|20.2|Low Fat|0.09989342400000001|Household|187.6898|OUT035|2004|Small|Tier 2|Supermarket Type1|3928.8858
2800|2800|2800|2800|2800|2800|2800|2800|2800.0|2800|FDG44||Low Fat|0.178923163|Fruits and Vegetables|55.7298|OUT019|1985|Small|Tier 1|Grocery Store|161.7894
2801|2801|2801|2801|2801|2801|2801|2801|2801.0|2801|FDD35|12.15|Low Fat|0.0|Starchy Foods|119.244|OUT035|2004|Small|Tier 2|Supermarket Type1|2636.5679999999998
2802|2802|2802|2802|2802|2802|2802|2802|2802.0|2802|FDC02|21.35|Low Fat|0.068765205|Canned|260.4278|OUT013|1987|High|Tier 3|Supermarket Type1|3644.5892
2803|2803|2803|2803|2803|2803|2803|2803|2803.0|2803|FDU51|20.2|Regular|0.096906831|Meat|175.5028|OUT018|2009|Medium|Tier 3|Supermarket Type2|6729.9064
2804|2804|2804|2804|2804|2804|2804|2804|2804.0|2804|NCC19|6.57|Low Fat|0.096862255|Household|193.982|OUT035|2004|Small|Tier 2|Supermarket Type1|2316.984
2805|2805|2805|2805|2805|2805|2805|2805|2805.0|2805|FDJ60|19.35|Regular|0.062528426|Baking Goods|166.9184|OUT046|1997|Small|Tier 1|Supermarket Type1|3302.368
2806|2806|2806|2806|2806|2806|2806|2806|2806.0|2806|NCI29|8.6|Low Fat|0.032621545|Health and Hygiene|143.2154|OUT046|1997|Small|Tier 1|Supermarket Type1|2127.231
2807|2807|2807|2807|2807|2807|2807|2807|2807.0|2807|NCF43|8.51|Low Fat|0.05190268|Household|142.247|OUT013|1987|High|Tier 3|Supermarket Type1|2862.94
2808|2808|2808|2808|2808|2808|2808|2808|2808.0|2808|FDY08||Regular|0.17024678199999999|Fruits and Vegetables|141.5838|OUT027|1985|Medium|Tier 3|Supermarket Type3|3231.1274
2809|2809|2809|2809|2809|2809|2809|2809|2809.0|2809|FDD17|7.5|Low Fat|0.05461082900000002|Frozen Foods|237.1906|OUT010|1998||Tier 3|Grocery Store|237.6906
2810|2810|2810|2810|2810|2810|2810|2810|2810.0|2810|FDK41|14.3|Low Fat|0.127517605|Frozen Foods|86.0224|OUT035|2004|Small|Tier 2|Supermarket Type1|1022.6688
2811|2811|2811|2811|2811|2811|2811|2811|2811.0|2811|DRN59|15.0|Low Fat|0.064271703|Hard Drinks|45.506|OUT045|2002||Tier 2|Supermarket Type1|466.06
2812|2812|2812|2812|2812|2812|2812|2812|2812.0|2812|FDR60|14.3|Low Fat|0.13030659|Baking Goods|75.7328|OUT013|1987|High|Tier 3|Supermarket Type1|617.8624
2813|2813|2813|2813|2813|2813|2813|2813|2813.0|2813|DRO47|10.195|Low Fat|0.187841082|Hard Drinks|112.486|OUT010|1998||Tier 3|Grocery Store|113.186
2814|2814|2814|2814|2814|2814|2814|2814|2814.0|2814|FDF26|6.825|Regular|0.046625941|Canned|154.9998|OUT035|2004|Small|Tier 2|Supermarket Type1|3075.9959999999996
2815|2815|2815|2815|2815|2815|2815|2815|2815.0|2815|FDQ12|12.65|LF|0.035410748|Baking Goods|231.40099999999998|OUT046|1997|Small|Tier 1|Supermarket Type1|2067.3089999999997
2816|2816|2816|2816|2816|2816|2816|2816|2816.0|2816|NCO29|11.15|Low Fat|0.032250092|Health and Hygiene|164.0526|OUT035|2004|Small|Tier 2|Supermarket Type1|4769.1254
2817|2817|2817|2817|2817|2817|2817|2817|2817.0|2817|DRF03|19.1|Low Fat|0.045378573|Dairy|42.4138|OUT049|1999|Medium|Tier 1|Supermarket Type1|243.6828
2818|2818|2818|2818|2818|2818|2818|2818|2818.0|2818|FDU48|18.85|Low Fat|0.0926587|Baking Goods|131.4284|OUT010|1998||Tier 3|Grocery Store|263.6568
2819|2819|2819|2819|2819|2819|2819|2819|2819.0|2819|DRE03|19.6|Low Fat|0.024222321|Dairy|45.5718|OUT035|2004|Small|Tier 2|Supermarket Type1|945.436
2820|2820|2820|2820|2820|2820|2820|2820|2820.0|2820|FDX55|15.1|Low Fat|0.055518167|Fruits and Vegetables|217.3166|OUT017|2007||Tier 2|Supermarket Type1|1306.2996
2821|2821|2821|2821|2821|2821|2821|2821|2821.0|2821|FDP38||Low Fat|0.031946638|Canned|51.6008|OUT027|1985|Medium|Tier 3|Supermarket Type3|1821.6288
2822|2822|2822|2822|2822|2822|2822|2822|2822.0|None|FDZ19|6.425|Low Fat|0.093983518|Fruits and Vegetables|175.5712|OUT017|2007||Tier 2|Supermarket Type1|1230.3984
2823|2823|2823|2823|2823|2823|2823|2823|2823.0|2823|NCU54|8.88|LF|0.098822387|Household|209.627|OUT045|2002||Tier 2|Supermarket Type1|1887.543
2824|2824|2824|2824|2824|2824|2824|2824|2824.0|2824|FDY36|12.3|Low Fat|0.009410528|Baking Goods|73.738|OUT046|1997|Small|Tier 1|Supermarket Type1|1318.2839999999999
2825|2825|2825|2825|2825|2825|2825|2825|2825.0|2825|FDL16|12.85|Low Fat|0.169139066|Frozen Foods|46.40600000000001|OUT018|2009|Medium|Tier 3|Supermarket Type2|186.424
2826|2826|2826|2826|2826|2826|2826|2826|2826.0|2826|FDW31|11.35|Regular|0.043122189000000005|Fruits and Vegetables|197.9742|OUT013|1987|High|Tier 3|Supermarket Type1|995.3710000000001
2827|2827|2827|2827|2827|2827|2827|2827|2827.0|2827|DRK49||Low Fat|0.035769657|Soft Drinks|40.9138|OUT027|1985|Medium|Tier 3|Supermarket Type3|1380.8692
2828|2828|2828|2828|2828|2828|2828|2828|2828.0|2828|FDC08|19.0|Regular|0.10361083|Fruits and Vegetables|228.372|OUT049|1999|Medium|Tier 1|Supermarket Type1|905.488
2829|2829|2829|2829|2829|2829|2829|2829|2829.0|2829|FDO56|10.195|Regular|0.044974050999999994|Fruits and Vegetables|115.5808|OUT035|2004|Small|Tier 2|Supermarket Type1|1874.8928
2830|2830|2830|2830|2830|2830|2830|2830|2830.0|2830|NCV53|8.27|Low Fat|0.018920019|Health and Hygiene|238.088|OUT017|2007||Tier 2|Supermarket Type1|6231.888000000001
2831|2831|2831|2831|2831|2831|2831|2831|2831.0|2831|FDA35|14.85|Regular|0.054142088|Baking Goods|124.1072|OUT017|2007||Tier 2|Supermarket Type1|1837.608
2832|2832|2832|2832|2832|2832|2832|2832|2832.0|2832|FDL40||Low Fat|0.0|Frozen Foods|98.241|OUT019|1985|Small|Tier 1|Grocery Store|289.623
2833|2833|2833|2833|2833|2833|2833|2833|2833.0|2833|FDJ04|18.0|Low Fat|0.12464553800000001|Frozen Foods|117.2124|OUT049|1999|Medium|Tier 1|Supermarket Type1|2133.2232
2834|2834|2834|2834|2834|2834|2834|2834||2834|FDA31|7.1|LF|0.11045982800000001|Fruits and Vegetables|172.108|OUT018|2009|Medium|Tier 3|Supermarket Type2|2250.404
2835|2835|2835|2835|2835|2835|2835|2835|2835.0|2835|FDX24|8.355|Low Fat|0.013957308|Baking Goods|94.0462|OUT045|2002||Tier 2|Supermarket Type1|1480.7392
2836|2836|2836|2836|2836|2836|2836|2836|2836.0|2836|FDQ59|9.8|Regular|0.056386541|Breads|84.6908|OUT046|1997|Small|Tier 1|Supermarket Type1|503.3448
2837|2837|2837|2837|2837|2837|2837|2837|2837.0|2837|FDF45|18.2|Regular|0.012273747|Fruits and Vegetables|60.0904|OUT017|2007||Tier 2|Supermarket Type1|1113.2176
2838|2838|2838|2838|2838|2838|2838|2838|2838.0|2838|FDH05||Regular|0.090473389|Frozen Foods|229.7984|OUT027|1985|Medium|Tier 3|Supermarket Type3|6024.1584
2839|2839|2839|2839|2839|2839|2839|2839|2839.0|2839|NCZ54|14.65|Low Fat|0.08335939099999999|Household|161.9552|OUT046|1997|Small|Tier 1|Supermarket Type1|4711.2008
2840|2840|2840|2840|2840|2840|2840|2840|2840.0|2840|Allez au boulot ! :)||Low Fat|0.11216169699999999|Canned|154.4682|OUT019|1985|Small|Tier 1|Grocery Store|152.4682
2841|2841|2841|2841|2841|2841|2841|2841|2841.0|2841|FDX36|9.695|Regular|0.128805815|Baking Goods|224.0404|OUT018|2009|Medium|Tier 3|Supermarket Type2|5851.0504
2842|2842|2842|2842|2842|2842|2842|2842|2842.0|2842|NCO55||Low Fat|0.090596378|Others|106.6938|OUT027|1985|Medium|Tier 3|Supermarket Type3|2251.0698
2843|2843|2843|2843|2843|2843|2843|2843|2843.0|2843|FDL13|13.85|Regular|0.056637129|Breakfast|233.83|OUT017|2007||Tier 2|Supermarket Type1|2796.36
2844|2844|2844|2844|2844|2844|2844|2844|2844.0|2844|FDV16|7.75|Regular|0.08305963400000001|Frozen Foods|35.7558|OUT049|1999|Medium|Tier 1|Supermarket Type1|611.2044
2845|2845|2845|2845|2845|2845|2845|2845|2845.0|2845|FDN04|11.8|Regular|0.014115626000000001|Frozen Foods|178.5344|OUT045|2002||Tier 2|Supermarket Type1|3390.2536
2846|2846|2846|2846|2846|2846|2846|2846|2846.0|2846|NCH06|12.3|Low Fat|0.076866235|Household|247.146|OUT018|2009|Medium|Tier 3|Supermarket Type2|492.69199999999995
2847|2847|2847|2847|2847|2847|2847|2847|2847.0|2847|FDA40|16.0|Regular|0.099188598|Frozen Foods|88.9856|OUT013|1987|High|Tier 3|Supermarket Type1|1669.8264
2848|2848|2848|2848|2848|2848|2848|2848|2848.0|2848|NCS05|11.5|Low Fat|0.021010687000000004|Health and Hygiene|131.3942|OUT049|1999|Medium|Tier 1|Supermarket Type1|927.4594
2849|2849|2849|2849|2849|2849|2849|2849|2849.0|2849|FDM15||Regular|0.057143515|Meat|151.8366|OUT027|1985|Medium|Tier 3|Supermarket Type3|6196.6006
2850|2850|2850|2850|2850|2850|2850|2850|2850.0|2850|FDK04|7.36|Low Fat|0.052607932|Frozen Foods|56.3588|OUT017|2007||Tier 2|Supermarket Type1|744.3644
2851|2851|2851|2851|2851|2851|2851|2851|2851.0|2851|FDI58|7.64|Regular|0.070645636|Snack Foods|91.212|OUT013|1987|High|Tier 3|Supermarket Type1|466.06
2852|2852|2852|2852|2852|2852|2852|2852|2852.0|2852|FDB33|17.75|Low Fat|0.014568036000000001|Fruits and Vegetables|158.1262|OUT013|1987|High|Tier 3|Supermarket Type1|4137.2812
2853|2853|2853|2853|2853|2853|2853|2853|2853.0|2853|FDJ45|17.75|Low Fat|0.073524776|Seafood|34.8216|OUT049|1999|Medium|Tier 1|Supermarket Type1|207.7296
2854|2854|2854|2854|2854|2854|2854|ù*ùfsfsf///|2854.0|2854|NCO05|7.27|Low Fat|0.046559447999999996|Health and Hygiene|100.5384|OUT046|1997|Small|Tier 1|Supermarket Type1|2463.46
2855|2855|2855|2855|2855|2855|2855|2855|2855.0|2855|NCE31|7.67|Low Fat|0.309390255|Household|33.2216|OUT010|1998||Tier 3|Grocery Store|138.4864
2856|2856|2856|2856|2856|2856|2856|2856|2856.0|2856|FDQ49|20.2|Regular|0.039247736|Breakfast|157.66299999999995|OUT046|1997|Small|Tier 1|Supermarket Type1|1095.241
2857|2857|2857|2857|2857|2857|2857|2857|2857.0|2857|FDL34|16.0|Low Fat|0.040945898|Snack Foods|143.1496|OUT046|1997|Small|Tier 1|Supermarket Type1|2258.3936
2858|2858|2858|2858|2858|2858|2858|2858|2858.0|2858|FDV07|9.5|Low Fat|0.031331581000000004|Fruits and Vegetables|111.1228|OUT049|1999|Medium|Tier 1|Supermarket Type1|663.1368
2859|2859|2859|2859|2859|2859|2859|2859|courage!!!|2859|FDX19|19.1|Low Fat|0.096929994|Fruits and Vegetables|233.8958|OUT045|2002||Tier 2|Supermarket Type1|2103.2622
2860|2860|2860|2860|2860|2860|2860|2860|2860.0|2860|FDO48|15.0|Regular|0.026840766000000002|Baking Goods|219.8456|OUT046|1997|Small|Tier 1|Supermarket Type1|4863.0032
2861|2861|2861|2861|2861|2861|2861|2861|2861.0|2861|FDK40|7.035|Low Fat|0.0|Frozen Foods|262.691|OUT013|1987|High|Tier 3|Supermarket Type1|6048.793000000002
2862|2862|2862|2862|2862|2862|2862|2862|2862.0|2862|FDY19|19.75|Low Fat|0.041429246|Fruits and Vegetables|117.2466|OUT049|1999|Medium|Tier 1|Supermarket Type1|2239.0854
2863|2863|2863|2863|2863|2863|2863|2863|2863.0|2863|FDS16||Regular|0.0|Frozen Foods|145.276|OUT027|1985|Medium|Tier 3|Supermarket Type3|5273.1359999999995
2864|2864|2864|2864|2864|2864|2864|2864|2864.0|2864|FDS02||Regular|0.0|Dairy|196.4794|OUT027|1985|Medium|Tier 3|Supermarket Type3|5852.382
2865|2865|2865|2865|2865|2865|2865|2865|2865.0|2865|FDM51|11.8|Regular|0.025978802000000002|Meat|102.5674|OUT045|2002||Tier 2|Supermarket Type1|1629.8784
2866|2866|2866|2866|2866|2866|2866|2866|2866.0|2866|FDW02||Regular|0.066006824|Dairy|126.2704|OUT019|1985|Small|Tier 1|Grocery Store|250.3408
2867|2867|2867|2867|2867|2867|2867|2867|2867.0|2867|FDS31||Regular|0.0|Fruits and Vegetables|178.5318|OUT019|1985|Small|Tier 1|Grocery Store|180.4318
2868|2868|2868|2868|2868|2868|2868|2868|2868.0|2868|DRF03|19.1|Low Fat|0.045492697|Dairy|40.3138|OUT018|2009|Medium|Tier 3|Supermarket Type2|527.9794
2869|2869|2869|2869|2869|2869|2869|2869|2869.0|2869|FDT55|13.6|Regular|0.043618827|Fruits and Vegetables|156.7946|OUT013|1987|High|Tier 3|Supermarket Type1|2840.3028
2870|2870|2870|2870|2870|2870|2870|2870|2870.0|2870|FDW21|5.34|Regular|0.005963881|Snack Foods|99.5358|OUT046|1997|Small|Tier 1|Supermarket Type1|1407.5012
2871|2871|2871|2871|2871|2871|2871|2871|2871.0|2871|FDP07|18.2|Low Fat|0.08982696|Fruits and Vegetables|197.111|OUT013|1987|High|Tier 3|Supermarket Type1|589.2330000000002
2872|2872|2872|2872|2872|2872|2872|2872|2872.0|2872|NCZ17|12.15|Low Fat|0.079431643|Health and Hygiene|38.6506|OUT046|1997|Small|Tier 1|Supermarket Type1|796.9626
2873|2873|2873|2873|2873|2873|2873|2873|2873.0|2873|NCV41|14.35|Low Fat|0.017135155|Health and Hygiene|109.8228|OUT017|2007||Tier 2|Supermarket Type1|1657.842
2874|2874|2874|2874|2874|2874|2874|2874|2874.0|2874|FDP60|17.35|Low Fat|0.056005781|Baking Goods|99.2016|OUT049|1999|Medium|Tier 1|Supermarket Type1|1518.024
2875|2875|2875|2875|2875|2875|2875|2875|2875.0|2875|FDG58|10.695|Regular|0.145253944|Snack Foods|156.8972|OUT010|1998||Tier 3|Grocery Store|467.3916
2876|2876|2876|2876|2876|2876|2876|2876|2876.0|2876|FDI60|7.22|Regular|0.03838080000000002|Baking Goods|62.351000000000006|OUT049|1999|Medium|Tier 1|Supermarket Type1|885.5139999999999
2877|2877|2877|2877|2877|2877|2877|2877|2877.0|2877|FDI20|19.1|Low Fat|0.03856376|Fruits and Vegetables|209.2586|OUT046|1997|Small|Tier 1|Supermarket Type1|3165.8790000000013
2878|2878|2878|2878|2878|2878|2878|2878|2878.0|2878|DRC13|8.26|Regular|0.032625074|Soft Drinks|124.67299999999999|OUT017|2007||Tier 2|Supermarket Type1|1847.595
2879|2879|2879|2879|2879|2879|2879|2879|2879.0|2879|DRA24||Regular|0.069909188|Soft Drinks|163.2868|OUT019|1985|Small|Tier 1|Grocery Store|491.3604
2880|2880|2880|2880|2880|2880|2880|2880|2880.0|2880|FDW52|14.0|Regular|0.037491314|Frozen Foods|164.2526|OUT013|1987|High|Tier 3|Supermarket Type1|1808.9786
2881|2881|2881|2881|2881|2881|2881|2881|2881.0|2881|FDN38|6.615|Regular|0.09234651|Canned|251.8408|OUT018|2009|Medium|Tier 3|Supermarket Type2|4506.1344
2882|2882|2882|2882|2882|2882|2882|2882|2882.0|2882|DRI49|14.15|Low Fat|0.183879453|Soft Drinks|82.9276|OUT045|2002||Tier 2|Supermarket Type1|1705.7796
2883|2883|2883|2883|2883|2883|2883|2883|2883.0|2883|FDW26|11.8|Regular|0.107274301|Dairy|221.1772|OUT045|2002||Tier 2|Supermarket Type1|3113.2808
2884|2884|2884|2884|2884|2884|2884|2884|2884.0|2884|FDA28||Regular|0.047570401|Frozen Foods|125.7362|OUT027|1985|Medium|Tier 3|Supermarket Type3|3020.0688
2885|2885|2885|2885|2885|2885|2885|2885|2885.0|2885|FDZ52|19.2|Low Fat|0.10064058699999999|Frozen Foods|112.6886|OUT017|2007||Tier 2|Supermarket Type1|1779.0176
2886|2886|2886|2886|2886|2886|2886|2886|2886.0|2886|FDU39|18.85|Low Fat|0.036111038|Meat|58.1562|OUT045|2002||Tier 2|Supermarket Type1|1185.124
2887|2887|2887|2887|2887|2887|2887|2887|2887.0|2887|FDR25|17.0|Regular|0.140090284|Canned|265.1884|OUT018|2009|Medium|Tier 3|Supermarket Type2|6359.7216
2888|2888|2888|2888|2888|2888|2888|2888|2888.0|2888|FDM44|12.5|Low Fat|0.031225303|Fruits and Vegetables|102.899|OUT017|2007||Tier 2|Supermarket Type1|2167.179
2889|2889|2889|2889|2889|2889|2889|2889|2889.0|2889|FDA50||Low Fat|0.086752988|Dairy|98.141|OUT027|1985|Medium|Tier 3|Supermarket Type3|1737.7379999999994
2890|2890|2890|2890|2890|2890|2890|2890|2890.0|2890|FDJ38|8.6|Regular|0.040369315|Canned|189.753|OUT018|2009|Medium|Tier 3|Supermarket Type2|2846.295
2891|2891|2891|2891|2891|2891|2891|2891|Allez au boulot ! :)|2891|DRM47|9.3|Low Fat|0.043777415|Hard Drinks|192.9846|OUT035|2004|Small|Tier 2|Supermarket Type1|6114.7072
2892|2892|2892|2892|2892|2892|2892|2892|2892.0|2892|NCO05|7.27|Low Fat|0.046631835999999996|Health and Hygiene|98.4384|OUT049|1999|Medium|Tier 1|Supermarket Type1|1576.6144
2893|2893|2893|2893|2893|2893|2893|2893|2893.0|2893|FDU21|11.8|Regular|0.076839735|Snack Foods|34.9558|OUT049|1999|Medium|Tier 1|Supermarket Type1|373.5138
2894|2894|2894|2894|2894|2894|2894|2894|2894.0|2894|FDF32|16.35|Low Fat|0.0|Fruits and Vegetables|198.5426|OUT046|1997|Small|Tier 1|Supermarket Type1|1384.1982
2895|2895|2895|2895|2895|2895|2895|2895|2895.0|2895|FDM27||Regular|0.277459381|Meat|156.3946|OUT019|1985|Small|Tier 1|Grocery Store|473.3838
2896|2896|2896|2896|2896|2896|2896|2896|2896.0|2896|FDL33||Low Fat|0.099478451|Snack Foods|194.4452|OUT027|1985|Medium|Tier 3|Supermarket Type3|4697.8848
2897|2897|2897|2897|2897|2897|2897|2897|2897.0|2897|FDO60|20.0|Low Fat|0.034369527999999996|Baking Goods|43.7086|OUT046|1997|Small|Tier 1|Supermarket Type1|892.172
2898|2898|2898|2898|2898|2898|2898|2898|2898.0|2898|NCJ30|5.82|Low Fat|0.0|Household|169.37900000000005|OUT013|1987|High|Tier 3|Supermarket Type1|2376.906
2899|2899|2899|2899|2899|2899|2899|2899|2899.0|2899|NCI42|18.75|Low Fat|0.01035692|Household|208.3954|OUT013|1987|High|Tier 3|Supermarket Type1|2709.1402
2900|2900|2900|2900|2900|2900|2900|2900|2900.0|2900|Allez au boulot ! :)|9.5|Regular|0.104488444|Canned|77.896|OUT035|2004|Small|Tier 2|Supermarket Type1|1997.4
2901|2901|2901|2901|2901|2901|2901|2901|2901.0|2901|FDV08||Low Fat|0.028456456|Fruits and Vegetables|43.5454|OUT027|1985|Medium|Tier 3|Supermarket Type3|755.0172
2902|2902|2902|2902|2902|2902|2902|2902|2902.0|2902|NCA29|10.5|Low Fat|0.027271252000000003|Household|171.6106|OUT035|2004|Small|Tier 2|Supermarket Type1|2566.659
2903|2903|2903|2903|2903|2903|2903|2903|2903.0|2903|FDD16|20.5|Low Fat|0.036346223999999996|Frozen Foods|72.9696|OUT035|2004|Small|Tier 2|Supermarket Type1|596.5568
2904|2904|2904|2904|2904|2904|2904|2904|2904.0|2904|FDB35|12.3|Regular|0.06498448700000001|Starchy Foods|92.5804|OUT017|2007||Tier 2|Supermarket Type1|2297.01
2905|2905|2905|2905|2905|2905|2905|2905|2905.0|2905|FDS31|13.1|reg|0.044372392999999996|Fruits and Vegetables|180.3318|OUT018|2009|Medium|Tier 3|Supermarket Type2|2886.9088
2906|2906|2906|2906|2906|2906|2906|2906|2906.0|2906|NCA53|11.395|None|0.009934335|Health and Hygiene|47.2034|OUT017|2007||Tier 2|Supermarket Type1|340.2238
2907|2907|2907|2907|2907|2907|2907|2907|2907.0|2907|NCD19|8.93|Low Fat|0.013253936000000001|Household|56.4614|OUT017|2007||Tier 2|Supermarket Type1|828.921
2908|2908|2908|2908|2908|2908|2908|2908|2908.0|2908|FDP07|18.2|Low Fat|0.089884775|Fruits and Vegetables|195.111|OUT035|2004|Small|Tier 2|Supermarket Type1|3731.809
2909|2909|2909|2909|2909|2909|2909|2909|2909.0|2909|FDA44|19.7|Low Fat|0.053178425|Fruits and Vegetables|55.993|OUT013|1987|High|Tier 3|Supermarket Type1|905.488
2910|2910|2910|2910|2910|2910|2910|2910|2910.0|2910|FDI14|14.1|Low Fat|0.08966081599999999|Canned|140.0496|OUT035|2004|Small|Tier 2|Supermarket Type1|1411.496
2911|2911|2911|2911|2911|2911|2911|2911|2911.0|2911|NCE31|7.67|Low Fat|0.185889129|Household|35.4216|OUT017|2007||Tier 2|Supermarket Type1|173.108
2912|2912|2912|2912|2912|2912|2912|2912|2912.0|2912|FDJ14||Regular|0.0|Canned|78.896|OUT019|1985|Small|Tier 1|Grocery Store|399.48
2913|2913|2913|2913|2913|2913|2913|2913|2913.0|2913|FDY44|14.15|Regular|0.024503972000000002|Fruits and Vegetables|195.111|OUT018|2009|Medium|Tier 3|Supermarket Type2|982.055
2914|2914|2914|2914|2914|2914|2914|2914|2914.0|2914|FDZ26|11.6|Regular|0.143990173|Dairy|239.6222|OUT035|2004|Small|Tier 2|Supermarket Type1|2390.222
2915|2915|2915|2915|2915|2915|2915|2915|2915.0|2915|FDG26|18.85|Low Fat|0.042891097999999996|Canned|257.633|OUT017|2007||Tier 2|Supermarket Type1|5382.993
2916|2916|2916|2916|2916|2916|2916|2916|2916.0|2916|FDN34|15.6|Regular|0.046023105|Snack Foods|169.2132|OUT017|2007||Tier 2|Supermarket Type1|2536.698
2917|2917|2917|2917|2917|2917|2917|2917|2917.0|2917|DRG11|6.385|Low Fat|0.08417981199999999|Hard Drinks|109.0596|OUT018|2009|Medium|Tier 3|Supermarket Type2|1941.4728
2918|2918|2918|2918|2918|2918|2918|2918|2918.0|2918|FDH20|16.1|Regular|0.025050746000000002|Fruits and Vegetables|97.141|OUT018|2009|Medium|Tier 3|Supermarket Type2|1448.115
2919|2919|2919|2919|2919|2919|courage!!!|2919|2919.0|2919|FDX09|9.0|Low Fat|0.065515067|Snack Foods|178.137|OUT018|2009|Medium|Tier 3|Supermarket Type2|1058.622
2920|2920|2920|2920|2920|2920|2920|2920|2920.0|2920|FDS09||Regular|0.080695806|Snack Foods|51.3008|OUT027|1985|Medium|Tier 3|Supermarket Type3|759.012
2921|2921|2921|2921|2921|2921|2921|2921|2921.0|2921|NCJ43|6.635|Low Fat|0.027222517|Household|174.0396|OUT017|2007||Tier 2|Supermarket Type1|2093.2752
2922|2922|2922|2922|2922|2922|2922|2922|2922.0|2922|NCR05||Low Fat|0.054366282|Health and Hygiene|199.6084|OUT027|1985|Medium|Tier 3|Supermarket Type3|7142.7024
2923|2923|2923|2923|2923|2923|2923|2923|2923.0|2923|DRE49|20.75|Low Fat|0.021232317999999997|Soft Drinks|151.1024|OUT013|1987|High|Tier 3|Supermarket Type1|2428.8384
2924|2924|2924|2924|2924|2924|2924|2924|2924.0|2924|FDZ59|6.63|Regular|0.104183308|Baking Goods|166.15|OUT049|1999|Medium|Tier 1|Supermarket Type1|3828.35
2925|2925|2925|2925|2925|2925|2925|2925|2925.0|2925|NCH43|8.42|Low Fat|0.070856383|Household|217.4192|OUT018|2009|Medium|Tier 3|Supermarket Type2|431.4384
2926|2926|2926|2926|2926|2926|2926|2926|2926.0|2926|FDP03|5.15|Regular|0.061272194|Meat|125.6388|OUT049|1999|Medium|Tier 1|Supermarket Type1|1733.7432
2927|2927|2927|2927|2927|2927|2927|2927|2927.0|2927|DRC01||Regular|0.019107027|Soft Drinks|48.4692|OUT027|1985|Medium|Tier 3|Supermarket Type3|1034.6532
2928|2928|2928|2928|2928|2928|2928|2928|2928.0|2928|FDX28||Low Fat|0.0|Frozen Foods|100.7042|OUT027|1985|Medium|Tier 3|Supermarket Type3|3174.5344
2929|2929|2929|2929|2929|2929|2929|2929|2929.0|2929|FDI19|15.1|Low Fat|0.052329172|Meat|243.1512|OUT035|2004|Small|Tier 2|Supermarket Type1|4604.6728
2930|2930|2930|2930|2930|2930|2930|2930|2930.0|2930|FDW15|15.35|Regular|0.055103174000000005|Meat|149.7734|OUT035|2004|Small|Tier 2|Supermarket Type1|2820.9946
2931|2931|2931|2931|2931|2931|2931|2931|2931.0|2931|NCX18||Low Fat|0.015397128999999999|Household|194.91099999999997|OUT019|1985|Small|Tier 1|Grocery Store|196.41099999999997
2932|2932|2932|2932|2932|2932|2932|2932|2932.0|2932|FDF20|12.85|Low Fat|0.033271817999999995|Fruits and Vegetables|196.5768|OUT049|1999|Medium|Tier 1|Supermarket Type1|5715.2272
2933|2933|2933|2933|2933|2933|2933|2933|2933.0|2933|FDN57||Low Fat|0.053971566|Snack Foods|141.2154|OUT027|1985|Medium|Tier 3|Supermarket Type3|3119.9388
2934|2934|2934|2934|2934|2934|2934|2934|2934.0|2934|NCM06|7.475|LF|0.075713578|Household|156.4656|OUT035|2004|Small|Tier 2|Supermarket Type1|2471.4496
2935|2935|2935|2935|2935|2935|2935|2935|2935.0|2935|NCV53|8.27|Low Fat|0.01889024|Health and Hygiene|238.188|OUT018|2009|Medium|Tier 3|Supermarket Type2|3835.008
2936|2936|2936|2936|2936|2936|2936|2936|2936.0|2936|FDO20|12.85|Regular|0.152364317|Fruits and Vegetables|254.0382|OUT049|1999|Medium|Tier 1|Supermarket Type1|1261.691
2937|2937|2937|2937|2937|2937|2937|2937|2937.0|2937|FDV44|8.365|Regular|0.039811272|Fruits and Vegetables|191.3188|OUT013|1987|High|Tier 3|Supermarket Type1|2285.0256
